Date;Time;ElapsedTime;Longitude;Latitude;Altitude;Distance;HeartRate;Speed;Cadence
2013-05-19;16:10:12;0;17,193914;60,650998;11,6;0,0;68,0;0,0;0,0
2013-05-19;16:10:13;1;17,193916;60,650998;11,6;0,0;67,0;0,0;0,0
2013-05-19;16:10:17;5;17,193907;60,650998;12,2;0,7;64,0;0,5;0,0
2013-05-19;16:10:21;9;17,193757;60,650965;14,0;10,3;64,0;8,6;0,0
2013-05-19;16:10:26;14;17,193691;60,650813;14,6;27,6;79,0;12,4;0,0
2013-05-19;16:10:27;15;17,193676;60,650779;15,0;31,4;84,0;13,9;0,0
2013-05-19;16:10:28;16;17,193658;60,650746;15,0;35,3;84,0;13,9;0,0
2013-05-19;16:10:34;22;17,193532;60,650558;15,0;57,4;88,0;13,3;0,0
2013-05-19;16:10:36;24;17,193430;60,650514;14,6;64,8;94,0;13,3;0,0
2013-05-19;16:10:39;27;17,193231;60,650507;14,0;75,7;102,0;13,1;0,0
2013-05-19;16:10:43;31;17,192977;60,650518;14,6;89,6;113,0;12,5;0,0
2013-05-19;16:10:47;35;17,192707;60,650533;14,0;104,5;121,0;13,4;0,0
2013-05-19;16:10:48;36;17,192641;60,650535;14,0;108,1;121,0;13,1;0,0
2013-05-19;16:10:52;40;17,192366;60,650533;15,6;123,2;126,0;13,5;0,0
2013-05-19;16:10:53;41;17,192302;60,650532;15,6;126,7;126,0;12,7;0,0
2013-05-19;16:11:01;49;17,191784;60,650506;18,0;155,1;127,0;12,8;0,0
2013-05-19;16:11:06;54;17,191465;60,650475;19,4;172,9;133,0;12,8;0,0
2013-05-19;16:11:12;60;17,191096;60,650435;19,4;193,6;136,0;12,4;0,0
2013-05-19;16:11:19;67;17,190630;60,650384;19,4;219,6;139,0;13,4;0,0
2013-05-19;16:11:25;73;17,190235;60,650361;18,0;241,4;141,0;13,1;0,0
2013-05-19;16:11:30;78;17,189904;60,650347;16,0;259,6;143,0;13,1;0,0
2013-05-19;16:11:35;83;17,189565;60,650331;15,6;278,2;143,0;13,4;0,0
2013-05-19;16:11:40;88;17,189232;60,650295;15,0;296,8;144,0;13,4;0,0
2013-05-19;16:11:44;92;17,188967;60,650285;13,6;311,3;149,0;13,1;0,0
2013-05-19;16:11:50;98;17,188588;60,650268;14,0;332,1;147,0;12,4;0,0
2013-05-19;16:11:56;104;17,188203;60,650248;14,0;353,3;150,0;12,7;0,0
2013-05-19;16:12:02;110;17,187807;60,650225;13,6;375,1;148,0;13,1;0,0
2013-05-19;16:12:09;117;17,187387;60,650197;14,0;398,2;147,0;11,9;0,0
2013-05-19;16:12:15;123;17,187027;60,650215;14,0;418,0;148,0;11,9;0,0
2013-05-19;16:12:21;129;17,186635;60,650256;15,6;440,0;148,0;13,2;0,0
2013-05-19;16:12:26;134;17,186323;60,650304;16,4;457,9;149,0;12,9;0,0
2013-05-19;16:12:32;140;17,185960;60,650322;16,4;478,2;148,0;12,2;0,0
2013-05-19;16:12:37;145;17,185770;60,650228;15,6;493,4;149,0;11,0;0,0
2013-05-19;16:12:39;147;17,185724;60,650185;15,6;498,9;150,0;9,8;0,0
2013-05-19;16:12:44;152;17,185650;60,650060;15,6;513,5;150,0;10,5;0,0
2013-05-19;16:12:49;157;17,185550;60,649915;16,0;530,5;150,0;12,3;0,0
2013-05-19;16:12:55;163;17,185443;60,649726;15,0;552,4;150,0;13,1;0,0
